,carat,cut,color,clarity,depth,table,price,x,y,z
19861,2.01,Very Good,I,SI2,61.4,63.0,10009,8.19,7.96,4.96
19862,1.21,Very Good,F,VS1,62.3,58.0,10009,6.76,6.85,4.24
19863,1.01,Fair,D,SI2,64.6,58.0,10011,6.25,6.2,4.02
19864,1.05,Ideal,F,VVS2,60.5,55.0,10011,6.67,6.58,4.01
19865,1.6,Ideal,J,VS1,62.0,53.0,10011,7.57,7.56,4.69
19866,1.35,Premium,G,VS1,62.1,59.0,10012,7.06,7.02,4.37
19867,1.51,Very Good,E,SI2,63.2,56.0,10012,7.32,7.26,4.61
19868,1.51,Premium,H,SI1,61.3,60.0,10012,7.33,7.29,4.48
19869,1.53,Premium,I,VS2,62.0,58.0,10013,7.36,7.41,4.58
19870,1.21,Premium,F,VS1,62.6,59.0,10018,6.81,6.76,4.25
19871,1.01,Very Good,F,VVS1,62.9,57.0,10019,6.35,6.41,4.01
19872,1.5,Very Good,G,SI1,60.1,61.0,10019,7.28,7.4,4.41
19873,1.5,Very Good,G,SI1,62.1,58.0,10019,7.26,7.3,4.52
19874,1.04,Ideal,E,VVS2,62.9,55.0,10019,6.47,6.51,4.08
19875,1.26,Very Good,G,VVS2,60.9,56.0,10020,6.95,7.01,4.25
19876,1.51,Premium,G,SI1,58.7,60.0,10020,7.55,7.48,4.41
19877,1.51,Premium,H,SI1,60.7,59.0,10020,7.43,7.39,4.5
19878,1.51,Premium,G,SI1,60.6,58.0,10020,7.47,7.39,4.5
19879,1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46
19880,1.51,Premium,G,SI1,62.0,58.0,10020,7.31,7.26,4.52
19881,1.5,Very Good,H,VS2,60.9,59.0,10023,7.37,7.43,4.51
19882,1.12,Premium,F,VVS2,62.4,59.0,10028,6.58,6.66,4.13
19883,1.27,Premium,F,VS1,60.3,58.0,10028,7.06,7.04,4.25
19884,1.66,Premium,G,SI2,59.1,58.0,10030,7.77,7.69,4.57
19885,1.03,Very Good,F,IF,62.8,57.0,10032,6.4,6.47,4.04
19886,1.52,Very Good,I,VS1,62.9,59.9,10032,7.27,7.31,4.59
19887,1.24,Premium,F,VS1,62.5,58.0,10033,6.87,6.83,4.28
19888,1.23,Very Good,F,VS1,62.0,59.0,10035,6.84,6.87,4.25
19889,1.54,Very Good,G,SI1,61.3,59.0,10036,7.38,7.41,4.53
19890,1.5,Good,G,VS1,63.6,57.0,10036,7.23,7.14,4.57
19891,1.22,Ideal,G,VVS2,62.3,56.0,10038,6.81,6.84,4.25
19892,1.3,Ideal,G,VS1,62.0,55.0,10038,6.98,7.02,4.34
19893,1.5,Premium,H,SI1,59.0,62.0,10038,7.39,7.31,4.56
19894,1.59,Premium,I,VS2,60.2,60.0,10039,7.58,7.61,4.57
19895,2.09,Premium,I,SI2,60.1,59.0,10042,8.34,8.3,5.0
19896,1.83,Premium,I,VS2,60.5,60.0,10043,7.93,7.86,4.78
19897,1.07,Ideal,E,VVS2,61.4,56.0,10043,6.65,6.55,4.05
19898,1.76,Premium,I,SI2,62.0,58.0,10043,7.76,7.72,4.8
19899,1.51,Very Good,H,VS1,61.5,54.0,10045,7.34,7.42,4.54
19900,1.5,Very Good,E,SI1,60.5,63.0,10046,7.42,7.35,4.48
19901,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
19902,1.0,Very Good,F,IF,63.2,63.0,10046,6.26,6.24,3.95
19903,1.0,Premium,D,VVS2,61.6,60.0,10046,6.41,6.36,3.93
19904,1.03,Ideal,F,VVS2,61.1,57.0,10049,6.51,6.54,3.99
19905,1.52,Very Good,I,VS2,62.3,58.0,10051,7.32,7.28,4.55
19906,1.77,Ideal,D,SI2,60.9,53.0,10051,7.92,7.85,4.8
19907,1.08,Ideal,F,VVS2,62.1,55.0,10052,6.57,6.6,4.09
19908,1.2,Premium,G,VVS2,62.8,59.0,10053,6.72,6.65,4.2
19909,1.51,Very Good,H,SI1,63.3,57.0,10053,7.23,7.34,4.61
19910,1.11,Ideal,G,IF,61.2,54.0,10053,6.71,6.73,4.11
19911,1.2,Premium,E,VS1,60.7,57.0,10053,6.89,6.81,4.16
19912,1.2,Premium,G,VVS2,61.2,58.0,10053,6.88,6.84,4.2
19913,1.71,Premium,I,VS1,60.3,62.0,10055,7.76,7.7,4.66
19914,1.89,Premium,G,SI2,62.9,58.0,10055,7.87,7.81,4.93
19915,1.0,Ideal,F,VVS1,62.3,53.0,10058,6.37,6.43,3.99
19916,1.07,Ideal,F,VVS2,62.3,57.0,10061,6.56,6.58,4.09
19917,1.66,Premium,J,VVS2,62.6,59.0,10062,7.58,7.54,4.73
19918,1.53,Ideal,H,SI1,59.8,59.0,10063,7.48,7.54,4.49
19919,1.2,Premium,F,VVS2,60.5,60.0,10064,6.98,6.87,4.19
19920,1.09,Premium,G,IF,61.3,58.0,10065,6.64,6.6,4.06
19921,1.11,Very Good,F,VVS1,62.5,59.0,10069,6.59,6.63,4.13
19922,1.34,Ideal,G,VS1,62.7,57.0,10070,7.1,7.04,4.43
19923,1.31,Premium,G,VS1,61.5,59.0,10071,7.06,7.0,4.32
19924,1.31,Ideal,G,VS1,62.2,56.0,10071,7.05,7.01,4.37
19925,1.31,Ideal,G,VS1,61.5,57.0,10071,7.06,7.02,4.33
19926,2.52,Fair,G,I1,66.9,57.0,10076,8.39,8.33,5.6
19927,1.53,Very Good,H,VS1,59.5,63.0,10076,7.51,7.44,4.45
19928,1.26,Premium,F,VS1,62.7,58.0,10076,6.93,6.86,4.32
19929,1.73,Ideal,J,VS2,63.0,57.0,10076,7.64,7.6,4.8
19930,1.52,Premium,H,SI1,62.5,58.0,10078,7.33,7.29,4.57
19931,1.6,Very Good,H,SI1,63.1,58.0,10078,7.45,7.39,4.68
19932,1.52,Good,H,SI1,63.6,57.0,10078,7.3,7.25,4.63
19933,1.52,Good,H,SI1,63.8,60.0,10078,7.3,7.24,4.64
19934,1.19,Ideal,D,VS1,61.1,57.0,10079,6.84,6.87,4.19
19935,1.5,Very Good,E,SI2,63.5,60.0,10080,7.25,7.21,4.59
19936,1.5,Ideal,I,VS1,61.3,57.0,10080,7.35,7.32,4.5
19937,1.5,Premium,I,VS1,62.7,59.0,10080,7.3,7.25,4.56
19938,1.5,Premium,E,SI2,59.5,55.0,10080,7.51,7.47,4.46
19939,1.5,Premium,H,SI1,61.4,58.0,10080,7.41,7.28,4.51
19940,1.5,Ideal,H,VS1,61.3,55.0,10080,7.37,7.34,4.51
19941,0.32,Ideal,H,VVS2,61.4,54.0,628,4.4,4.43,2.71
19942,0.35,Ideal,I,VVS1,61.6,55.0,628,4.55,4.58,2.81
19943,0.42,Ideal,J,VS2,62.0,55.0,628,4.81,4.87,3.0
19944,0.34,Ideal,G,VS2,61.0,55.0,628,4.56,4.58,2.79
19945,0.32,Ideal,G,VS1,61.4,56.0,628,4.42,4.47,2.73
19946,0.38,Ideal,E,SI2,62.1,54.1,628,4.64,4.69,2.9
19947,0.38,Ideal,E,SI2,61.8,56.0,628,4.62,4.66,2.87
19948,0.31,Ideal,F,SI1,62.0,54.0,628,4.36,4.38,2.71
19949,0.34,Ideal,H,SI1,62.6,56.0,628,4.48,4.46,2.8
19950,0.34,Very Good,H,SI1,63.3,56.0,628,4.46,4.45,2.82
19951,0.34,Ideal,H,SI1,60.7,56.0,628,4.58,4.52,2.76
19952,0.34,Good,H,SI1,63.7,57.0,628,4.45,4.44,2.83
19953,0.31,Premium,H,VS2,61.9,58.0,628,4.39,4.37,2.71
19954,0.31,Ideal,H,VS2,62.0,57.0,628,4.38,4.33,2.7
19955,0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63
19956,0.31,Ideal,I,VS1,61.6,55.0,628,4.36,4.34,2.68
19957,0.31,Ideal,I,VS1,61.9,54.0,628,4.38,4.34,2.7
19958,0.31,Premium,I,VS1,60.8,59.0,628,4.41,4.37,2.67
19959,0.31,Premium,I,VS1,59.2,60.0,628,4.45,4.4,2.62
19960,0.31,Ideal,I,VS1,62.8,55.0,628,4.35,4.31,2.72
19961,0.31,Very Good,I,VS1,63.2,56.0,628,4.33,4.28,2.72
19962,0.31,Premium,I,VS1,63.0,58.0,628,4.32,4.29,2.71
19963,0.31,Premium,I,VS1,62.6,59.0,628,4.33,4.29,2.7
19964,0.31,Premium,I,VS1,62.3,59.0,628,4.35,4.29,2.69
19965,0.31,Good,I,VS1,63.7,55.0,628,4.33,4.3,2.75
19966,0.31,Ideal,I,VS1,62.8,57.0,628,4.32,4.28,2.7
19967,0.31,Good,I,VS1,63.9,56.0,628,4.3,4.28,2.74
19968,0.31,Good,I,VS1,63.8,56.0,628,4.32,4.27,2.74
19969,1.5,Premium,E,SI2,60.7,55.0,10080,7.44,7.39,4.5
19970,1.5,Fair,E,SI2,66.3,60.0,10080,7.09,7.02,4.68
19971,1.16,Ideal,G,IF,62.3,55.0,10082,6.79,6.73,4.21
19972,1.16,Ideal,G,IF,62.0,57.0,10082,6.73,6.7,4.16
19973,1.71,Premium,H,VS2,59.2,61.0,10084,7.83,7.77,4.62
19974,1.72,Good,G,SI2,62.8,59.3,10084,7.55,7.62,4.76
19975,1.51,Good,G,SI1,63.3,58.0,10085,7.2,7.26,4.58
19976,1.74,Very Good,H,SI2,62.1,59.0,10086,7.65,7.78,4.79
19977,1.5,Premium,G,SI1,62.7,58.0,10087,7.28,7.23,4.55
19978,1.51,Good,E,SI1,60.4,61.0,10088,7.33,7.37,4.44
19979,1.82,Very Good,J,VS1,62.2,56.0,10090,7.83,7.96,4.91
19980,1.51,Very Good,H,VS2,61.9,57.0,10090,7.32,7.36,4.54
19981,1.3,Ideal,F,VS2,62.2,56.0,10090,6.98,6.94,4.33
19982,1.3,Premium,F,VS2,60.4,59.0,10090,7.12,7.06,4.28
19983,1.5,Very Good,I,VVS2,63.3,58.0,10090,7.27,7.24,4.59
19984,1.56,Premium,E,SI2,62.4,60.0,10090,7.41,7.36,4.61
19985,1.5,Premium,D,SI2,59.9,60.0,10090,7.48,7.41,4.46
19986,1.7,Premium,G,SI2,58.9,62.0,10091,7.79,7.72,4.57
19987,1.07,Ideal,F,VVS2,60.3,55.0,10093,6.65,6.68,4.02
19988,1.31,Very Good,E,VS2,63.1,56.0,10094,6.95,6.9,4.37
19989,1.49,Premium,H,SI1,61.9,57.0,10096,7.35,7.31,4.54
19990,1.71,Ideal,I,SI2,62.1,58.0,10096,7.64,7.56,4.72
19991,1.51,Ideal,H,SI1,61.9,58.0,10096,7.33,7.37,4.55
19992,1.33,Good,G,VS1,62.8,60.0,10096,6.87,6.92,4.33
19993,1.53,Premium,I,VS1,61.2,59.0,10098,7.39,7.41,4.53
19994,1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73
19995,1.31,Ideal,G,VS1,61.9,56.0,10099,7.03,7.13,4.38
19996,1.22,Ideal,F,VS1,62.3,57.0,10100,6.83,6.79,4.24
19997,1.64,Good,I,SI1,57.9,61.0,10102,7.78,7.74,4.49
19998,1.07,Ideal,E,VVS2,61.7,57.0,10104,6.55,6.61,4.06
19999,1.59,Ideal,I,SI1,62.4,56.0,10106,7.48,7.46,4.66
20000,1.59,Very Good,I,VS2,60.5,63.0,10106,7.52,7.45,4.53
20001,1.8,Very Good,J,SI1,61.4,55.0,10107,7.86,7.8,4.81
20002,1.79,Ideal,J,SI1,59.8,61.0,10108,7.87,7.91,4.72
20003,1.22,Premium,G,VVS2,62.0,58.0,10111,6.9,6.85,4.26
20004,1.58,Very Good,I,VS1,61.8,57.0,10112,7.5,7.56,4.64
20005,1.0,Very Good,D,VVS2,61.7,58.0,10113,6.37,6.41,3.94
20006,1.23,Ideal,G,VVS1,63.2,56.0,10113,6.78,6.83,4.3
20007,1.51,Very Good,E,SI1,63.1,56.0,10113,7.24,7.22,4.56
20008,1.25,Ideal,D,VS2,62.6,56.0,10114,6.87,6.84,4.29
20009,1.17,Premium,D,VS1,61.7,59.0,10115,6.77,6.72,4.16
20010,1.51,Very Good,G,SI1,63.3,60.0,10116,7.2,7.24,4.57
20011,1.5,Ideal,D,SI2,63.0,56.0,10122,7.3,7.25,4.58
20012,1.28,Ideal,G,VS1,62.1,57.0,10126,6.91,6.94,4.3
20013,1.43,Ideal,H,VVS2,61.6,54.0,10129,7.25,7.29,4.48
20014,1.51,Good,H,VS1,59.9,61.0,10129,7.34,7.39,4.41
20015,1.52,Ideal,F,SI2,61.9,57.0,10129,7.37,7.33,4.55
20016,1.52,Very Good,I,VS2,61.7,55.0,10130,7.39,7.32,4.54
20017,1.04,Very Good,D,VVS2,60.8,58.0,10130,6.49,6.53,3.96
20018,1.07,Ideal,E,VVS2,62.3,56.0,10133,6.51,6.61,4.09
20019,1.66,Very Good,H,SI1,62.8,56.0,10134,7.53,7.57,4.74
20020,1.5,Good,F,VS2,64.0,56.0,10134,7.18,7.13,4.64
20021,1.0,Premium,E,VVS1,60.3,54.0,10134,6.59,6.47,3.94
20022,1.87,Ideal,J,SI1,62.3,57.0,10137,7.88,7.82,4.89
20023,1.21,Premium,E,VS1,60.3,58.0,10137,6.95,6.91,4.18
20024,1.24,Ideal,F,VS1,61.5,54.0,10138,6.93,6.89,4.25
20025,1.24,Ideal,F,VS1,60.9,54.0,10138,6.98,6.95,4.24
20026,1.11,Very Good,F,VVS1,59.7,55.0,10141,6.77,6.82,4.06
20027,1.1,Ideal,D,VS1,61.9,56.0,10144,6.58,6.61,4.09
20028,1.52,Very Good,H,SI1,62.5,58.0,10145,7.28,7.34,4.57
20029,1.53,Ideal,H,SI1,62.9,60.0,10145,7.36,7.28,4.61
20030,1.5,Very Good,I,IF,62.9,58.0,10147,7.21,7.31,4.57
20031,1.01,Premium,D,VVS2,60.2,58.0,10147,6.57,6.51,3.94
20032,1.51,Ideal,E,SI2,62.6,53.0,10147,7.4,7.32,4.61
20033,1.57,Premium,H,SI1,62.2,61.0,10149,7.38,7.32,4.57
20034,1.52,Very Good,G,SI1,62.5,58.0,10150,7.26,7.3,4.55
20035,1.68,Premium,I,SI1,61.5,59.0,10151,7.63,7.58,4.68
20036,1.31,Ideal,G,VS1,60.5,57.0,10155,7.1,7.14,4.31
20037,1.2,Premium,D,VS2,61.1,58.0,10161,6.85,6.83,4.18
20038,1.8,Very Good,I,SI2,63.2,58.0,10161,7.75,7.66,4.87
20039,1.83,Premium,H,SI1,60.4,59.0,10162,7.89,7.85,4.75
20040,1.5,Very Good,I,VS1,62.2,59.0,10164,7.27,7.3,4.53
20041,1.54,Premium,I,VS1,61.6,58.0,10164,7.39,7.42,4.56
20042,1.54,Good,I,VS1,63.6,60.0,10164,7.3,7.33,4.65
20043,1.5,Ideal,I,VS1,62.0,54.0,10164,7.32,7.38,4.56
20044,1.67,Very Good,I,VS2,60.7,60.0,10165,7.61,7.68,4.64
20045,1.7,Very Good,J,VS1,62.9,58.0,10165,7.54,7.67,4.79
20046,1.61,Premium,J,IF,62.1,58.0,10165,7.47,7.53,4.66
20047,1.2,Premium,G,IF,59.4,61.0,10169,6.95,6.92,4.12
20048,1.53,Ideal,I,VS1,60.2,60.0,10171,7.51,7.48,4.51
20049,1.2,Very Good,F,VVS2,63.8,58.0,10173,6.67,6.69,4.26
20050,1.21,Ideal,F,VS2,61.5,54.0,10177,6.88,6.89,4.24
20051,2.19,Premium,J,SI2,58.8,58.0,10179,8.57,8.53,5.03
20052,1.52,Premium,E,SI1,60.2,58.0,10180,7.44,7.37,4.46
20053,1.01,Good,G,VS2,63.6,56.0,10181,6.31,6.24,3.99
20054,2.02,Ideal,I,SI2,62.6,56.0,10181,8.05,8.01,5.03
20055,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
20056,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
20057,2.01,Good,I,SI1,64.1,60.0,10184,7.92,7.88,5.06
20058,2.01,Good,I,SI1,64.1,60.0,10184,7.92,7.88,5.06
20059,2.01,Very Good,H,SI2,63.1,59.0,10184,7.96,7.88,5.0
20060,1.24,Very Good,E,VS1,62.0,58.0,10185,6.9,6.96,4.3
20061,1.51,Ideal,H,VS1,61.2,58.0,10186,7.36,7.42,4.52
20062,1.35,Ideal,G,VS1,61.5,56.0,10193,7.12,7.15,4.39
20063,1.53,Premium,I,VS2,62.0,58.0,10196,7.41,7.36,4.58
20064,1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
20065,1.01,Ideal,F,VVS1,60.5,60.0,10197,6.45,6.47,3.91
20066,1.58,Ideal,I,VS2,61.4,55.0,10197,7.49,7.55,4.62
20067,1.61,Ideal,F,SI1,60.9,57.0,10197,7.58,7.51,4.6
20068,1.24,Premium,G,VVS2,59.9,60.0,10202,6.98,7.0,4.19
20069,1.24,Very Good,E,VS1,59.9,61.0,10202,6.96,6.99,4.18
20070,1.27,Premium,G,VVS2,61.0,58.0,10203,6.96,7.01,4.26
20071,1.08,Very Good,F,VVS1,61.0,58.0,10204,6.64,6.61,4.04
20072,1.5,Fair,H,VS2,65.2,58.0,10206,7.12,7.06,4.62
20073,1.5,Premium,D,SI2,60.5,59.0,10206,7.37,7.27,4.43
20074,1.57,Ideal,I,VS1,62.3,57.0,10209,7.44,7.48,4.65
20075,1.56,Ideal,F,SI2,61.6,56.0,10210,7.41,7.45,4.58
20076,1.12,Premium,F,VVS2,62.4,59.0,10211,6.66,6.58,4.13
20077,1.52,Premium,E,SI2,61.0,59.0,10214,7.39,7.33,4.49
20078,1.52,Ideal,I,VS1,62.9,60.0,10214,7.31,7.27,4.59
20079,1.52,Very Good,E,SI2,63.3,58.0,10214,7.31,7.25,4.61
20080,1.5,Ideal,E,SI1,62.3,57.0,10214,7.33,7.28,4.55
20081,1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21
20082,1.51,Very Good,I,VS1,61.1,61.0,10215,7.32,7.37,4.49
20083,1.63,Very Good,H,SI1,59.8,60.0,10216,7.64,7.68,4.58
20084,1.51,Good,G,SI1,58.8,62.0,10216,7.4,7.49,4.38
20085,1.55,Fair,F,SI1,59.7,66.0,10217,7.59,7.47,4.49
20086,1.5,Ideal,G,SI1,61.7,56.0,10219,7.36,7.32,4.53
20087,1.54,Premium,G,SI1,61.3,59.0,10219,7.41,7.38,4.53
20088,1.5,Premium,G,SI1,60.2,61.0,10219,7.28,7.2,4.36
20089,1.01,Premium,D,VVS2,62.4,60.0,10221,6.31,6.36,3.95
20090,1.52,Premium,G,SI1,62.3,58.0,10221,7.35,7.31,4.57
20091,1.3,Ideal,G,VS1,62.0,55.0,10221,7.02,6.98,4.34
20092,1.22,Ideal,G,VVS2,62.3,56.0,10221,6.84,6.81,4.25
20093,1.07,Ideal,E,VVS2,61.3,56.0,10222,6.53,6.6,4.02
20094,1.59,Premium,I,VS2,60.2,60.0,10222,7.61,7.58,4.57
20095,1.53,Premium,H,VS2,59.3,59.0,10224,7.53,7.59,4.48
20096,1.51,Very Good,H,VS2,62.8,58.0,10225,7.21,7.28,4.55
20097,1.37,Very Good,G,VS1,58.3,60.0,10226,7.3,7.35,4.27
20098,1.13,Ideal,G,IF,61.7,57.0,10228,6.65,6.7,4.12
20099,1.51,Ideal,I,SI1,61.8,56.0,10232,7.37,7.34,4.55
20100,1.21,Ideal,G,VVS1,60.2,57.0,10232,7.02,6.94,4.2
20101,1.51,Premium,G,SI1,62.5,60.0,10235,7.28,7.32,4.56
20102,1.61,Ideal,I,SI1,62.4,55.0,10236,7.49,7.52,4.68
20103,1.12,Ideal,F,VVS2,60.4,56.0,10236,6.82,6.78,4.11
20104,1.52,Ideal,H,SI1,61.4,55.0,10239,7.38,7.48,4.56
20105,1.31,Ideal,F,VS2,59.6,60.0,10243,7.06,7.16,4.24
20106,1.35,Ideal,G,VS1,62.2,57.0,10244,7.09,7.05,4.4
20107,1.21,Premium,F,VS1,61.9,58.0,10245,6.82,6.76,4.2
20108,1.09,Ideal,F,VVS2,62.1,56.0,10246,6.55,6.59,4.08
20109,1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68
20110,1.34,Ideal,H,VVS1,62.1,56.0,10255,7.05,7.11,4.4
20111,1.5,Good,H,VS1,63.4,59.0,10256,7.2,7.29,4.59
20112,1.21,Ideal,G,VVS2,60.6,56.0,10256,6.9,6.89,4.18
20113,1.14,Premium,E,VVS2,59.7,58.0,10258,6.83,6.91,4.1
20114,1.04,Very Good,F,IF,63.0,55.0,10264,6.36,6.53,4.06
20115,1.07,Ideal,D,VVS2,61.3,58.0,10266,6.55,6.64,4.04
20116,1.51,Premium,G,SI1,60.6,60.0,10267,7.45,7.41,4.5
20117,1.72,Ideal,G,SI2,62.8,59.0,10268,7.62,7.55,4.76
20118,1.74,Premium,H,SI2,62.1,59.0,10270,7.78,7.65,4.79
20119,1.5,Good,G,SI1,62.9,58.0,10271,7.17,7.3,4.55
20120,1.51,Premium,H,SI1,62.3,59.0,10274,7.29,7.23,4.52
20121,1.55,Ideal,D,SI2,61.1,56.0,10275,7.45,7.48,4.56
20122,1.23,Very Good,F,VS1,60.8,58.0,10276,6.9,6.94,4.21
20123,1.51,Good,H,SI1,61.5,61.0,10277,7.29,7.34,4.5
20124,1.55,Premium,H,SI1,61.8,59.0,10277,7.45,7.38,4.58
20125,1.57,Ideal,I,VS2,62.7,56.0,10278,7.36,7.4,4.63
20126,1.54,Very Good,H,SI1,62.2,58.0,10279,7.32,7.45,4.59
20127,1.63,Ideal,D,SI2,59.4,59.0,10281,7.73,7.67,4.57
20128,2.04,Ideal,I,SI2,62.8,57.0,10282,8.11,8.07,5.08
20129,1.21,Very Good,F,VS2,60.1,58.0,10283,6.85,6.92,4.14
20130,1.01,Ideal,E,VVS2,61.4,56.0,10283,6.49,6.45,3.97
20131,1.59,Ideal,H,SI1,61.4,55.0,10284,7.56,7.51,4.63
20132,1.26,Very Good,F,VS1,62.5,58.0,10284,6.83,6.94,4.3
20133,1.25,Very Good,E,VS1,61.5,59.0,10285,6.91,6.95,4.26
20134,1.55,Ideal,I,VS1,61.2,55.0,10286,7.49,7.47,4.58
20135,1.6,Premium,F,SI2,58.7,58.0,10286,7.76,7.68,4.53
20136,1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06
20137,1.5,Good,H,VS2,61.2,61.0,10291,7.25,7.32,4.46
20138,1.5,Premium,H,VS2,62.2,58.0,10291,7.27,7.36,4.55
20139,1.5,Premium,H,VS2,60.8,59.0,10291,7.34,7.36,4.47
20140,1.52,Premium,D,SI2,59.2,62.0,10291,7.51,7.46,4.43
20141,1.08,Ideal,E,VS1,61.7,55.0,10292,6.58,6.61,4.07
20142,1.61,Very Good,E,SI2,62.6,60.0,10293,7.39,7.49,4.66
20143,1.21,Ideal,G,VVS1,61.0,57.0,10295,6.87,6.93,4.21
20144,1.08,Ideal,E,VVS2,62.5,57.0,10300,6.52,6.57,4.09
20145,1.52,Premium,I,VS1,60.6,57.0,10300,7.51,7.44,4.53
20146,1.46,Ideal,G,VS2,62.3,56.0,10302,7.28,7.2,4.51
20147,1.5,Good,D,SI2,61.9,61.0,10302,7.31,7.38,4.55
20148,1.26,Premium,G,VVS2,62.7,58.0,10302,6.95,6.86,4.33
20149,1.23,Ideal,G,VVS2,60.3,57.0,10304,6.98,6.97,4.21
20150,1.23,Ideal,G,VVS2,61.0,57.0,10304,6.93,6.9,4.22
20151,1.12,Ideal,G,VVS2,61.5,57.0,10305,6.65,6.67,4.1
20152,2.14,Premium,J,SI2,58.4,58.0,10306,8.52,8.5,4.97
20153,1.52,Premium,D,SI2,61.4,54.0,10308,7.51,7.43,4.59
20154,1.18,Ideal,G,VVS2,61.3,55.0,10308,6.86,6.81,4.19
20155,1.59,Very Good,I,VS2,61.1,58.6,10309,7.49,7.53,4.59
20156,1.71,Ideal,J,VS1,62.4,56.0,10309,7.59,7.63,4.75
20157,1.4,Ideal,G,VS2,61.7,56.0,10311,7.2,7.25,4.46
20158,1.86,Ideal,J,VS2,62.6,56.0,10312,7.95,7.87,4.95
20159,1.08,Ideal,E,VVS2,61.8,56.0,10313,6.55,6.59,4.06
20160,1.14,Ideal,G,IF,61.1,57.0,10313,6.7,6.76,4.11
20161,1.51,Very Good,H,SI1,62.8,55.0,10314,7.29,7.32,4.59
20162,1.09,Ideal,E,VVS2,61.6,56.0,10314,6.6,6.64,4.08
20163,1.04,Premium,D,VVS2,60.8,58.0,10314,6.53,6.49,3.96
20164,1.54,Premium,E,SI1,62.7,58.0,10314,7.37,7.3,4.6
20165,1.15,Ideal,F,VS1,61.1,55.0,10316,6.76,6.82,4.15
20166,1.52,Ideal,F,SI2,61.8,58.0,10316,7.38,7.4,4.57
20167,1.69,Very Good,E,SI2,62.6,59.0,10317,7.53,7.61,4.74
20168,1.23,Ideal,G,VVS2,62.2,55.0,10317,6.86,6.9,4.28
20169,1.51,Very Good,H,VS2,63.0,57.0,10319,7.25,7.3,4.58
20170,1.27,Very Good,G,VVS2,61.5,58.0,10321,6.9,6.96,4.26
20171,1.13,Ideal,F,VVS2,61.4,56.0,10327,6.77,6.72,4.14
20172,1.1,Very Good,F,VVS1,62.2,59.0,10329,6.56,6.69,4.12
20173,1.52,Premium,H,SI1,60.1,60.0,10330,7.47,7.45,4.48
20174,1.52,Premium,H,SI1,62.5,58.0,10330,7.34,7.28,4.57
20175,1.7,Premium,I,SI1,62.0,59.0,10331,7.59,7.64,4.72
20176,1.51,Very Good,H,SI1,60.6,59.0,10331,7.41,7.45,4.5
20177,1.56,Premium,H,VS2,62.4,58.0,10331,7.44,7.39,4.63
20178,1.5,Premium,I,IF,62.9,58.0,10332,7.31,7.21,4.57
20179,1.09,Ideal,E,VVS2,60.9,56.0,10333,6.66,6.7,4.07
20180,1.56,Ideal,I,VS2,61.8,56.0,10333,7.41,7.45,4.59
20181,1.7,Premium,H,VS2,60.6,58.0,10333,7.72,7.65,4.66
20182,1.7,Ideal,H,VS2,62.8,55.0,10333,7.61,7.54,4.76
20183,1.7,Premium,H,VS2,59.0,58.0,10333,7.77,7.72,4.57
20184,1.21,Ideal,D,VS1,61.0,57.0,10335,6.88,6.85,4.19
20185,1.57,Very Good,I,VS1,59.7,61.0,10336,7.51,7.62,4.52
20186,1.7,Premium,H,VVS2,61.4,58.0,10337,7.66,7.62,4.69
20187,1.58,Ideal,I,VS2,61.1,55.0,10338,7.48,7.53,4.59
20188,1.66,Ideal,F,SI2,62.6,59.0,10338,7.53,7.57,4.73
20189,1.42,Premium,F,VS1,58.4,59.0,10338,7.36,7.32,4.29
20190,1.53,Ideal,E,SI2,61.2,57.0,10339,7.42,7.46,4.55
20191,2.18,Very Good,E,I1,62.0,60.0,10340,8.25,8.33,5.14
20192,1.6,Very Good,H,SI2,61.1,57.0,10340,7.55,7.5,4.6
20193,1.29,Premium,F,VS1,60.9,58.0,10341,6.97,7.01,4.26
20194,1.7,Very Good,I,SI1,63.1,57.0,10341,7.51,7.46,4.72
20195,1.01,Premium,F,VVS1,60.8,58.0,10341,6.55,6.48,3.96
20196,1.27,Ideal,G,VVS2,62.4,53.3,10342,6.94,6.95,4.33
20197,1.17,Ideal,G,VVS1,61.7,57.0,10342,6.84,6.9,4.13
20198,1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28
20199,1.58,Ideal,H,SI1,62.5,57.0,10345,7.43,7.39,4.63
20200,1.6,Very Good,I,VS2,60.0,58.0,10346,7.61,7.68,4.59
20201,1.0,Very Good,F,IF,60.1,57.0,10346,6.45,6.52,3.9
20202,1.65,Ideal,H,SI2,61.6,55.0,10349,7.58,7.62,4.68
20203,1.54,Premium,I,VS1,61.6,58.0,10349,7.42,7.39,4.56
20204,1.54,Very Good,I,VS1,61.1,63.0,10349,7.43,7.36,4.52
